Label,SMS_Message
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,Alex says he's not ok with you not being ok with it
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the thing will be resolved, tho. Anyway. Have a fab hols"
ham,* Am on my way
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,Da is good good player.why he is unsold.
ham,"fyi I'm at usf now, swing by the room whenever"
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,Yar... I tot u knew dis would happen long ago already.
ham,Shall call now dear having food
ham,My friends use to call the same.
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,Ya just telling abt tht incident..
ham,Ok lor thanx... Ü in school?
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,Jus came back fr lunch wif my sis only. U leh?
ham,Its posible dnt live in &lt;#&gt; century cm frwd n thnk different
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Whatsup there. Dont u want to sleep
ham,"Hi, Mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,Wish i were with you now!
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,I will reach office around &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Have you got Xmas radio times. If not i will get it now
ham,"Nope, I'm still in the market"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Ok. Very good. Its all about making that money.
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,Is there any training tomorrow?
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,How dare you change my ring
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
ham,meet you in corporation st outside gap … you can see how my mind is working!
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,I emailed yifeng my part oredi.. Can ü get it fr him..
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,U guys never invite me anywhere :(
ham,Fffff. Can you text kadeem or are you too far gone
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,Bring it if you got it
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Gud mrng dear hav a nice day
ham,G wants to know where the fuck you are
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,We confirm eating at esplanade?
ham,"&lt;#&gt; is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas &lt;#&gt; Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,Happy New Year Princess!
ham,Uncle Abbey! Happy New Year. Abiola
ham,"That's very rude, you on campus?"
ham,What time you thinkin of goin?
ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Alright took the morphine. Back in yo.
ham,Ryder unsold.now gibbs.
ham,Lil fever:) now fine:)
ham,How are you. Wish you a great semester
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,Thanks for sending this mental ability question..
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Is fujitsu s series lifebook good?
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
ham,Done it but internet connection v slow and can't send it. Will try again later or first thing tomo.
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Also maaaan are you missing out
ham,"Sorry, I'll call later"
ham,Wow v v impressed. Have funs shopping!
ham,U don't remember that old commercial?
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,make that 3! 4 fucks sake?! x
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,I am in your office na.
ham,Kallis is ready for bat in 2nd innings
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,Just got outta class gonna go gym.
ham,Infact happy new year. How are you where are you when are we seeing
ham,Dont worry. I guess he's busy.
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,"Sorry, I'll call later"
ham,Carlos says he'll be at mu in &lt;#&gt; minutes
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,How come i din c ü... Yup i cut my hair...
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,Thanx...
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Just sleeping..and surfing
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,You can jot down things you want to remember later.
ham,The evo. I just had to download flash. Jealous?
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,Oh great. I.ll disturb him more so that we can talk.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
